family,genus,PI_name,pair_key,measure,maternal_species,paternal_species,intra_maternal,inter_cross,success_ratio_inter_over_intra,directional_RI,maternal_ovules,paternal_ovules,signed_log10_ovule_ratio_maternal_minus_paternal,maternal_confidence,paternal_confidence,maternal_life_history,paternal_life_history,maternal_mating_system,paternal_mating_system,K2P_Distance,is_PI_from_PI_name,direction_complete_no_K2P,direction_complete_with_K2P
Fabaceae,Leucaena,,leucaena lanceolata || leucaena multicapitula,seed set,Leucaena multicapitula,Leucaena lanceolata,37.7,36.0,0.9549071618037135,0.04509283819628651,13.0,19.0,-0.16481024864599214,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena pulverulenta,seed set,Leucaena lanceolata,Leucaena pulverulenta,80.9,16.0,0.19777503090234858,0.8022249690976514,19.0,31.0,-0.21260809288144378,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena pulverulenta,seed set,Leucaena pulverulenta,Leucaena lanceolata,93.4,63.0,0.6745182012847966,0.32548179871520344,31.0,19.0,0.21260809288144378,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena retusa,seed set,Leucaena lanceolata,Leucaena retusa,80.9,0.0,0.0,1.0,19.0,22.0,-0.06366907986937731,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena retusa,seed set,Leucaena retusa,Leucaena lanceolata,70.2,0.5,0.007122507122507123,0.9928774928774928,22.0,19.0,0.06366907986937731,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena salvadorensis,seed set,Leucaena lanceolata,Leucaena salvadorensis,80.9,21.0,0.2595797280593325,0.7404202719406675,19.0,23.5,-0.09231426131890741,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena salvadorensis,seed set,Leucaena salvadorensis,Leucaena lanceolata,68.2,32.0,0.469208211143695,0.530791788856305,23.5,19.0,0.09231426131890741,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena shannonii,seed set,Leucaena lanceolata,Leucaena shannonii,80.9,50.0,0.6180469715698392,0.38195302843016077,19.0,19.0,0.0,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena shannonii,seed set,Leucaena shannonii,Leucaena lanceolata,17.0,7.0,0.4117647058823529,0.5882352941176471,19.0,19.0,0.0,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena trichodes,seed set,Leucaena lanceolata,Leucaena trichodes,80.9,1.4,0.0173053152039555,0.9826946847960445,19.0,14.0,0.1326255652745909,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena lanceolata || leucaena trichodes,seed set,Leucaena trichodes,Leucaena lanceolata,37.7,20.0,0.5305039787798408,0.4694960212201592,14.0,19.0,-0.1326255652745909,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,Leucaena04,leucaena leucocephala || leucaena pallida,seed set,Leucaena leucocephala,Leucaena pallida,131.1,31.0,0.2364607170099161,0.7635392829900839,26.0,19.0,0.1362197470179891,1.0,1.0,woody,woody,mixed-mating,mixed-mating,0.217026,True,True,True
Fabaceae,Leucaena,Leucaena04,leucaena leucocephala || leucaena pallida,seed set,Leucaena pallida,Leucaena leucocephala,14.8,37.0,2.5,-1.5,19.0,26.0,-0.1362197470179891,1.0,1.0,woody,woody,mixed-mating,mixed-mating,0.217026,True,True,True
Fabaceae,Leucaena,Leucaena05,leucaena macrophylla || leucaena trichodes,seed set,Leucaena macrophylla,Leucaena trichodes,22.0,16.0,0.7272727272727273,0.2727272727272727,15.0,14.0,0.029963223377443393,1.0,1.0,woody,woody,outcrossing,outcrossing,0.007707,True,True,True
Fabaceae,Leucaena,Leucaena05,leucaena macrophylla || leucaena trichodes,seed set,Leucaena trichodes,Leucaena macrophylla,37.7,2.1,0.055702917771883284,0.9442970822281167,14.0,15.0,-0.029963223377443393,1.0,1.0,woody,woody,outcrossing,outcrossing,0.007707,True,True,True
Fabaceae,Leucaena,,leucaena macrophylla || leucaena multicapitula,seed set,Leucaena macrophylla,Leucaena multicapitula,22.0,11.0,0.5,0.5,15.0,13.0,0.06214790674884463,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena multicapitula,seed set,Leucaena multicapitula,Leucaena macrophylla,37.7,54.0,1.4323607427055702,-0.43236074270557023,13.0,15.0,-0.06214790674884463,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena pulverulenta,seed set,Leucaena macrophylla,Leucaena pulverulenta,22.0,4.9,0.22272727272727275,0.7772727272727272,15.0,31.0,-0.3152704347785913,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena pulverulenta,seed set,Leucaena pulverulenta,Leucaena macrophylla,93.4,9.0,0.09635974304068522,0.9036402569593148,31.0,15.0,0.3152704347785913,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena retusa,seed set,Leucaena macrophylla,Leucaena retusa,22.0,0.0,0.0,1.0,15.0,22.0,-0.16633142176652482,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena retusa,seed set,Leucaena retusa,Leucaena macrophylla,70.2,0.0,0.0,1.0,22.0,15.0,0.16633142176652482,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena salvadorensis,seed set,Leucaena macrophylla,Leucaena salvadorensis,22.0,0.0,0.0,1.0,15.0,23.5,-0.19497660321605492,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena salvadorensis,seed set,Leucaena salvadorensis,Leucaena macrophylla,68.2,0.0,0.0,1.0,23.5,15.0,0.19497660321605492,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena shannonii,seed set,Leucaena macrophylla,Leucaena shannonii,22.0,0.0,0.0,1.0,15.0,19.0,-0.10266234189714751,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena macrophylla || leucaena shannonii,seed set,Leucaena shannonii,Leucaena macrophylla,17.0,0.0,0.0,1.0,19.0,15.0,0.10266234189714751,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,Leucaena06,leucaena multicapitula || leucaena salvadorensis,seed set,Leucaena multicapitula,Leucaena salvadorensis,37.7,1.4,0.03713527851458885,0.9628647214854111,13.0,23.5,-0.25712450996489955,1.0,1.0,woody,woody,outcrossing,outcrossing,0.14108,True,True,True
Fabaceae,Leucaena,Leucaena06,leucaena multicapitula || leucaena salvadorensis,seed set,Leucaena salvadorensis,Leucaena multicapitula,68.2,0.0,0.0,1.0,23.5,13.0,0.25712450996489955,1.0,1.0,woody,woody,outcrossing,outcrossing,0.14108,True,True,True
Fabaceae,Leucaena,,leucaena multicapitula || leucaena pulverulenta,seed set,Leucaena multicapitula,Leucaena pulverulenta,37.7,0.0,0.0,1.0,13.0,31.0,-0.3774183415274359,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena multicapitula || leucaena pulverulenta,seed set,Leucaena pulverulenta,Leucaena multicapitula,93.4,0.0,0.0,1.0,31.0,13.0,0.3774183415274359,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena multicapitula || leucaena retusa,seed set,Leucaena multicapitula,Leucaena retusa,37.7,0.0,0.0,1.0,13.0,22.0,-0.22847932851536945,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena multicapitula || leucaena retusa,seed set,Leucaena retusa,Leucaena multicapitula,70.2,0.0,0.0,1.0,22.0,13.0,0.22847932851536945,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena multicapitula || leucaena shannonii,seed set,Leucaena multicapitula,Leucaena shannonii,37.7,0.0,0.0,1.0,13.0,19.0,-0.16481024864599214,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena multicapitula || leucaena shannonii,seed set,Leucaena shannonii,Leucaena multicapitula,17.0,0.0,0.0,1.0,19.0,13.0,0.16481024864599214,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena multicapitula || leucaena trichodes,seed set,Leucaena multicapitula,Leucaena trichodes,37.7,12.0,0.3183023872679045,0.6816976127320955,13.0,14.0,-0.032184683371401235,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena multicapitula || leucaena trichodes,seed set,Leucaena trichodes,Leucaena multicapitula,37.7,21.0,0.5570291777188329,0.44297082228116713,14.0,13.0,0.032184683371401235,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena retusa,seed set,Leucaena pulverulenta,Leucaena retusa,93.4,1.2,0.012847965738758028,0.987152034261242,31.0,22.0,0.14893901301206647,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena retusa,seed set,Leucaena retusa,Leucaena pulverulenta,70.2,6.0,0.08547008547008547,0.9145299145299145,22.0,31.0,-0.14893901301206647,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena salvadorensis,seed set,Leucaena pulverulenta,Leucaena salvadorensis,93.4,0.0,0.0,1.0,31.0,23.5,0.12029383156253637,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena salvadorensis,seed set,Leucaena salvadorensis,Leucaena pulverulenta,68.2,6.0,0.0879765395894428,0.9120234604105572,23.5,31.0,-0.12029383156253637,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena shannonii,seed set,Leucaena pulverulenta,Leucaena shannonii,93.4,30.0,0.32119914346895073,0.6788008565310493,31.0,19.0,0.21260809288144378,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena shannonii,seed set,Leucaena shannonii,Leucaena pulverulenta,17.0,1.2,0.07058823529411765,0.9294117647058824,19.0,31.0,-0.21260809288144378,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena trichodes,seed set,Leucaena pulverulenta,Leucaena trichodes,93.4,0.0,0.0,1.0,31.0,14.0,0.3452336581560347,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena pulverulenta || leucaena trichodes,seed set,Leucaena trichodes,Leucaena pulverulenta,37.7,0.8,0.021220159151193633,0.9787798408488063,14.0,31.0,-0.3452336581560347,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena retusa || leucaena salvadorensis,seed set,Leucaena retusa,Leucaena salvadorensis,70.2,32.0,0.45584045584045585,0.5441595441595442,22.0,23.5,-0.0286451814495301,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena retusa || leucaena salvadorensis,seed set,Leucaena salvadorensis,Leucaena retusa,68.2,0.0,0.0,1.0,23.5,22.0,0.0286451814495301,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena retusa || leucaena shannonii,seed set,Leucaena retusa,Leucaena shannonii,70.2,49.0,0.698005698005698,0.301994301994302,22.0,19.0,0.06366907986937731,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena retusa || leucaena shannonii,seed set,Leucaena shannonii,Leucaena retusa,17.0,0.2,0.011764705882352941,0.9882352941176471,19.0,22.0,-0.06366907986937731,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena retusa || leucaena trichodes,seed set,Leucaena retusa,Leucaena trichodes,70.2,0.0,0.0,1.0,22.0,14.0,0.19629464514396822,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena retusa || leucaena trichodes,seed set,Leucaena trichodes,Leucaena retusa,37.7,0.0,0.0,1.0,14.0,22.0,-0.19629464514396822,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena salvadorensis || leucaena shannonii,seed set,Leucaena salvadorensis,Leucaena shannonii,68.2,17.0,0.24926686217008798,0.750733137829912,23.5,19.0,0.09231426131890741,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena salvadorensis || leucaena shannonii,seed set,Leucaena shannonii,Leucaena salvadorensis,17.0,5.6,0.32941176470588235,0.6705882352941177,19.0,23.5,-0.09231426131890741,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena salvadorensis || leucaena trichodes,seed set,Leucaena salvadorensis,Leucaena trichodes,68.2,0.0,0.0,1.0,23.5,14.0,0.22493982659349832,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena salvadorensis || leucaena trichodes,seed set,Leucaena trichodes,Leucaena salvadorensis,37.7,0.0,0.0,1.0,14.0,23.5,-0.22493982659349832,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena shannonii || leucaena trichodes,seed set,Leucaena shannonii,Leucaena trichodes,17.0,0.0,0.0,1.0,19.0,14.0,0.1326255652745909,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Leucaena,,leucaena shannonii || leucaena trichodes,seed set,Leucaena trichodes,Leucaena shannonii,37.7,1.1,0.029177718832891247,0.9708222811671088,14.0,19.0,-0.1326255652745909,1.0,1.0,woody,woody,outcrossing,outcrossing,,False,True,False
Fabaceae,Lupinus,Lupinus,lupinus palaestinus || lupinus pilosus,seed set,Lupinus palaestinus,Lupinus pilosus,0.008,0.03,3.75,-2.75,6.0,6.0,0.0,3.0,3.0,annual,annual,mixed-mating,mixed-mating,0.0,True,True,True
Fabaceae,Lupinus,Lupinus,lupinus palaestinus || lupinus pilosus,seed set,Lupinus pilosus,Lupinus palaestinus,0.17,0.004,0.023529411764705882,0.9764705882352941,6.0,6.0,0.0,3.0,3.0,annual,annual,mixed-mating,mixed-mating,0.0,True,True,True
Lythraceae,Lythrum,Lythrum,lythrum alatum || lythrum salicaria,seed set,Lythrum alatum,Lythrum salicaria,40.28,0.69,0.01713008937437934,0.9828699106256207,75.0,100.0,-0.1249387366082999,3.0,1.0,perennial,perennial,outcrossing,outcrossing,0.073997,True,True,True
Lythraceae,Lythrum,Lythrum,lythrum alatum || lythrum salicaria,seed set,Lythrum salicaria,Lythrum alatum,,,,,100.0,75.0,0.1249387366082999,1.0,3.0,perennial,perennial,outcrossing,outcrossing,0.073997,True,False,False
Rubiaceae,Mussaenda,Mussaenda,mussaenda kwangtungensis || mussaenda pubescens,fruit set,Mussaenda pubescens,Mussaenda kwangtungensis,93.0,23.9,0.25698924731182793,0.7430107526881721,485.2,518.0,-0.028408967550697994,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.004032,True,True,True
Rubiaceae,Mussaenda,Mussaenda,mussaenda kwangtungensis || mussaenda pubescens,fruit set,Mussaenda kwangtungensis,Mussaenda pubescens,94.5,20.9,0.22116402116402115,0.7788359788359789,518.0,485.2,0.028408967550697994,1.0,1.0,perennial,perennial,outcrossing,outcrossing,0.004032,True,True,True
Amaryllidaceae,Narcissus,Narcissus,narcissus cavanillesii || narcissus miniatus,seed set,Narcissus miniatus,Narcissus cavanillesii,6.96,0.29,0.041666666666666664,0.9583333333333334,50.0,50.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,0.260421,True,True,True
Amaryllidaceae,Narcissus,Narcissus,narcissus cavanillesii || narcissus miniatus,seed set,Narcissus cavanillesii,Narcissus miniatus,2.21,2.43,1.0995475113122173,-0.09954751131221728,50.0,50.0,0.0,3.0,3.0,perennial,perennial,mixed-mating,mixed-mating,0.260421,True,True,True
Orchidaceae,Neotinea,Neotinea,neotinea tridentata || neotinea ustulata,seed number per fruit,Neotinea ustulata,Neotinea tridentata,0.81,0.74,0.9135802469135802,0.0864197530864198,,4452.0,,4.0,1.0,perennial,perennial,mixed-mating,outcrossing,0.0,True,False,False
Orchidaceae,Neotinea,Neotinea,neotinea tridentata || neotinea ustulata,seed number per fruit,Neotinea tridentata,Neotinea ustulata,0.81,0.73,0.9012345679012345,0.09876543209876554,4452.0,,,1.0,4.0,perennial,perennial,outcrossing,mixed-mating,0.0,True,False,False
Solanaceae,Nicotiana,Nicotiana01,nicotiana bonariensis || nicotiana forgetiana,fruit set,Nicotiana bonariensis,Nicotiana forgetiana,0.9,0.5,0.5555555555555556,0.4444444444444444,76.0,582.0,-0.8841093923690972,3.0,3.0,annual,perennial,outcrossing,outcrossing,0.007737,True,True,True
Solanaceae,Nicotiana,Nicotiana01,nicotiana bonariensis || nicotiana forgetiana,fruit set,Nicotiana forgetiana,Nicotiana bonariensis,1.0,0.4,0.4,0.6,582.0,76.0,0.8841093923690972,3.0,3.0,perennial,annual,outcrossing,outcrossing,0.007737,True,True,True
Solanaceae,Nicotiana,,nicotiana alata || nicotiana bonariensis,fruit set,Nicotiana bonariensis,Nicotiana alata,0.9,0.1,0.11111111111111112,0.8888888888888888,76.0,1732.0,-1.3577342954005363,3.0,3.0,annual,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana bonariensis,fruit set,Nicotiana alata,Nicotiana bonariensis,1.0,0.0,0.0,1.0,1732.0,76.0,1.3577342954005363,3.0,3.0,perennial,annual,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana langsdorffii,fruit set,Nicotiana bonariensis,Nicotiana langsdorffii,0.9,0.9,1.0,0.0,76.0,312.0,-0.6133410017376515,3.0,3.0,annual,annual,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana langsdorffii,fruit set,Nicotiana langsdorffii,Nicotiana bonariensis,1.0,1.0,1.0,0.0,312.0,76.0,0.6133410017376515,3.0,3.0,annual,annual,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana mutabilis,fruit set,Nicotiana bonariensis,Nicotiana mutabilis,0.9,1.0,1.1111111111111112,-0.11111111111111116,76.0,372.0,-0.6897293476011059,3.0,3.0,annual,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana mutabilis,fruit set,Nicotiana mutabilis,Nicotiana bonariensis,0.8,0.9,1.125,-0.125,372.0,76.0,0.6897293476011059,3.0,3.0,perennial,annual,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana forgetiana,fruit set,Nicotiana forgetiana,Nicotiana alata,1.0,1.0,1.0,0.0,582.0,1732.0,-0.473624903031439,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana forgetiana,fruit set,Nicotiana alata,Nicotiana forgetiana,1.0,1.0,1.0,0.0,1732.0,582.0,0.473624903031439,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,Nicotiana02,nicotiana alata || nicotiana langsdorffii,fruit set,Nicotiana langsdorffii,Nicotiana alata,1.0,0.8,0.8,0.19999999999999996,312.0,1732.0,-0.7443932936628848,3.0,3.0,annual,perennial,outcrossing,outcrossing,0.003876,True,True,True
Solanaceae,Nicotiana,Nicotiana02,nicotiana alata || nicotiana langsdorffii,fruit set,Nicotiana alata,Nicotiana langsdorffii,1.0,0.6,0.6,0.4,1732.0,312.0,0.7443932936628848,3.0,3.0,perennial,annual,outcrossing,outcrossing,0.003876,True,True,True
Solanaceae,Nicotiana,,nicotiana forgetiana || nicotiana langsdorffii,fruit set,Nicotiana langsdorffii,Nicotiana forgetiana,1.0,0.9,0.9,0.09999999999999998,312.0,582.0,-0.27076839063144575,3.0,3.0,annual,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana forgetiana || nicotiana langsdorffii,fruit set,Nicotiana forgetiana,Nicotiana langsdorffii,1.0,0.8,0.8,0.19999999999999996,582.0,312.0,0.27076839063144575,3.0,3.0,perennial,annual,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana longiflora,fruit set,Nicotiana longiflora,Nicotiana alata,0.9,0.9,1.0,0.0,2367.92,1732.0,0.135819138010834,1.0,3.0,perennial,perennial,mixed-mating,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana longiflora,fruit set,Nicotiana alata,Nicotiana longiflora,1.0,0.0,0.0,1.0,1732.0,2367.92,-0.135819138010834,3.0,1.0,perennial,perennial,outcrossing,mixed-mating,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana longiflora,fruit set,Nicotiana longiflora,Nicotiana bonariensis,0.9,0.0,0.0,1.0,2367.92,76.0,1.4935534334113703,1.0,3.0,perennial,annual,mixed-mating,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana longiflora,fruit set,Nicotiana bonariensis,Nicotiana longiflora,0.9,0.0,0.0,1.0,76.0,2367.92,-1.4935534334113703,3.0,1.0,annual,perennial,outcrossing,mixed-mating,,False,True,False
Solanaceae,Nicotiana,,nicotiana forgetiana || nicotiana longiflora,fruit set,Nicotiana longiflora,Nicotiana forgetiana,0.9,0.0,0.0,1.0,2367.92,582.0,0.609444041042273,1.0,3.0,perennial,perennial,mixed-mating,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana forgetiana || nicotiana longiflora,fruit set,Nicotiana forgetiana,Nicotiana longiflora,1.0,0.0,0.0,1.0,582.0,2367.92,-0.609444041042273,3.0,1.0,perennial,perennial,outcrossing,mixed-mating,,False,True,False
Solanaceae,Nicotiana,,nicotiana langsdorffii || nicotiana longiflora,fruit set,Nicotiana longiflora,Nicotiana langsdorffii,0.9,0.0,0.0,1.0,2367.92,312.0,0.8802124316737188,1.0,3.0,perennial,annual,mixed-mating,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana langsdorffii || nicotiana longiflora,fruit set,Nicotiana langsdorffii,Nicotiana longiflora,1.0,0.0,0.0,1.0,312.0,2367.92,-0.8802124316737188,3.0,1.0,annual,perennial,outcrossing,mixed-mating,,False,True,False
Solanaceae,Nicotiana,,nicotiana longiflora || nicotiana mutabilis,fruit set,Nicotiana longiflora,Nicotiana mutabilis,0.9,0.0,0.0,1.0,2367.92,372.0,0.8038240858102643,1.0,3.0,perennial,perennial,mixed-mating,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana longiflora || nicotiana mutabilis,fruit set,Nicotiana mutabilis,Nicotiana longiflora,0.8,0.0,0.0,1.0,372.0,2367.92,-0.8038240858102643,3.0,1.0,perennial,perennial,outcrossing,mixed-mating,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana mutabilis,fruit set,Nicotiana mutabilis,Nicotiana alata,0.8,0.7,0.8749999999999999,0.1250000000000001,372.0,1732.0,-0.6680049477994303,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana mutabilis,fruit set,Nicotiana alata,Nicotiana mutabilis,1.0,0.5,0.5,0.5,1732.0,372.0,0.6680049477994303,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana forgetiana || nicotiana mutabilis,fruit set,Nicotiana mutabilis,Nicotiana forgetiana,0.8,0.9,1.125,-0.125,372.0,582.0,-0.1943800447679913,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana forgetiana || nicotiana mutabilis,fruit set,Nicotiana forgetiana,Nicotiana mutabilis,1.0,0.9,0.9,0.09999999999999998,582.0,372.0,0.1943800447679913,3.0,3.0,perennial,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana langsdorffii || nicotiana mutabilis,fruit set,Nicotiana mutabilis,Nicotiana langsdorffii,0.8,0.8,1.0,0.0,372.0,312.0,0.07638834586345444,3.0,3.0,perennial,annual,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana langsdorffii || nicotiana mutabilis,fruit set,Nicotiana langsdorffii,Nicotiana mutabilis,1.0,0.8,0.8,0.19999999999999996,312.0,372.0,-0.07638834586345444,3.0,3.0,annual,perennial,outcrossing,outcrossing,,False,True,False
Solanaceae,Nicotiana,Nicotiana03,nicotiana longiflora || nicotiana plumbaginifolia,pollen competition,Nicotiana plumbaginifolia,Nicotiana longiflora,,,,,1538.48,2367.92,-0.18727517083250333,1.0,1.0,annual,perennial,selfing,mixed-mating,0.0,True,False,False
Solanaceae,Nicotiana,Nicotiana03,nicotiana longiflora || nicotiana plumbaginifolia,pollen competition,Nicotiana longiflora,Nicotiana plumbaginifolia,,,,,2367.92,1538.48,0.18727517083250333,1.0,1.0,perennial,annual,mixed-mating,selfing,0.0,True,False,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana plumbaginifolia,fruit set,Nicotiana plumbaginifolia,Nicotiana alata,0.8,1.0,1.25,-0.25,1538.48,1732.0,-0.05145603282166933,1.0,3.0,annual,perennial,selfing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana alata || nicotiana plumbaginifolia,fruit set,Nicotiana alata,Nicotiana plumbaginifolia,1.0,0.0,0.0,1.0,1732.0,1538.48,0.05145603282166933,3.0,1.0,perennial,annual,outcrossing,selfing,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana plumbaginifolia,fruit set,Nicotiana plumbaginifolia,Nicotiana bonariensis,0.8,0.5,0.625,0.375,1538.48,76.0,1.306278262578867,1.0,3.0,annual,annual,selfing,outcrossing,,False,True,False
Solanaceae,Nicotiana,,nicotiana bonariensis || nicotiana plumbaginifolia,fruit set,Nicotiana bonariensis,Nicotiana plumbaginifolia,0.9,0.0,0.0,1.0,76.0,1538.48,-1.306278262578867,3.0,1.0,annual,annual,outcrossing,selfing,,False,True,False
Solanaceae,Nicotiana,,nicotiana forgetiana || nicotiana plumbaginifolia,fruit set,Nicotiana plumbaginifolia,Nicotiana forgetiana,0.8,1.0,1.25,-0.25,1538.48,582.0,0.4221688702097697,1.0,3.0,annual,perennial,selfing,outcrossing,,False,True,False
