i,j,O_i,O_j,K_i,K_j,F_i,F_j,G,D,dlogO,GxdlogO,A_sobelchen,A_oneminus_hc
115,51,8.71009627683682,1161.9559413577483,3.3883520111700705,0.29336288608233263,1.2576580016101422,0.2558364294309076,0.127452452842067,0.6372622642103349,4.893377176076537,0.6236729237723418,0.29923517791605847,0.4008872100053893
48,10,8.716151535000456,59.841502682878094,3.3871748339049756,1.2927029941180554,1.2574957889197484,0.785192588841013,0.2764203236337587,1.3821016181687935,1.9265216422566183,0.5325297358400147,0.205902817425398,0.16195473944080763
108,9,19780.62210767881,614.5601090011195,0.0711017069289636,0.40338320901609115,0.06866075836941243,0.33567947674996873,0.2273838343251259,1.1369191716256295,-3.4715513140688303,-0.7893746488494,-0.1495263303161798,-0.24216682763734054
48,83,8.716151535000456,46.10783168243363,3.3871748339049756,1.4726944510703697,1.2574957889197484,0.8481566528932305,0.14080964023386228,0.7040482011693114,1.665805017451905,0.23456140520716542,0.12584930931760968,0.1378068970362063
84,56,110.92667875983251,34.345430824784316,0.949471635112423,1.706339780516216,0.6438248965064095,0.9207681332867751,0.07814288862165611,0.3907144431082805,-1.1724004397193877,-0.09161475698097275,-0.05284664292268995,-0.07974766896702479
99,39,639.0732311527169,14.778250551286161,0.39557121994058925,2.6012882984474257,0.33025210575905944,1.1306782491004344,0.11458459847834701,0.572922992391735,-3.7668625079879563,-0.4316244280009392,-0.21870196747983145,-0.3044135425251864
8,60,12426.356496905111,2.508270818342451,0.0897073640450797,6.314119357764614,0.0858563888787105,1.5188907173596957,0.1761847853225055,0.8809239266125275,-8.507981421070616,-1.4989768801991918,-0.5465321907262691,-0.6647937052724754
88,2,3.7220802116033695,509.3583454725148,5.183309431518146,0.4430862641319059,1.4431535995861136,0.36272666310401147,0.21060844791864755,1.0530422395932377,4.9188690787952885,1.0359553822001033,0.4522944788466304,0.4637407800099457
96,109,2662.252780287443,7.535141742564827,0.19380963130537682,3.6429590288862137,0.17668773857105805,1.2911520392893043,0.3269686338950239,1.6348431694751195,-5.867350310107956,-1.9184395154795433,-0.6404704669854098,-0.6279822663146561
116,50,196.83586202349264,138.0047120429081,0.7127674963101633,0.8512419979522985,0.5254910325191167,0.5971025949839701,0.12996221586570317,0.6498110793285159,-0.35508236393345705,-0.04614729083162412,-0.02250909696373332,-0.03231515379161809
82,51,11615.929680492683,1161.9559413577483,0.09278398322068948,0.29336288608233263,0.08867038735445555,0.2558364294309076,0.1597202510202666,0.7986012551013331,-2.302272662892004,-0.3677195676342085,-0.06641041238931553,-0.11642819767446311
58,11,4.5496607402842715,222.12123672915587,4.688247096530768,0.6709728672574028,1.40193597182215,0.5024183326477355,0.12206045332738248,0.6103022666369124,3.888170676592268,0.4745918753990877,0.25135956881792704,0.31089891548566173
17,82,224.16058410159167,11615.929680492683,0.6679137362289975,0.09278398322068948,0.5007011487358435,0.08867038735445555,0.15463723183182382,0.7731861591591191,3.947769995049206,0.610472223943142,0.15691979601070064,0.2547393435596462
92,77,1854.6347018910524,5160.7161600383815,0.23220459481674394,0.13920185197098706,0.20804956262157245,0.13014372799156962,0.12032414203926434,0.6016207101963217,1.0233876101054422,0.1231382361595505,0.02337329051464134,0.04233999950701539
55,81,449.322077600395,16377.007387100133,0.4717600065877112,0.07814167702676433,0.3817199123947154,0.0752034164856008,0.06947724082814458,0.34738620414072285,3.5958936888756554,0.2498327718144191,0.053143560356392075,0.09840202412150723
96,40,2662.252780287443,2.7122439253325923,0.19380963130537682,6.072054031321146,0.17668773857105805,1.5044631782097568,0.22488594002697998,1.1244297001349,-6.889151644229655,-1.5492733435010009,-0.5898744788353556,-0.6356050701871572
5,20,10324.620266037431,16775.85071809021,0.09841537604331724,0.07720718595173334,0.09379970921570838,0.07433749168006909,0.15859601405489024,0.7929800702744512,0.4854090349568523,0.07698393813038765,0.007707970067338751,0.014437991537823103
41,88,12.708837079423446,3.7220802116033695,2.8050918982538247,5.183309431518146,1.1675497400052632,1.4431535995861136,0.24459001974754113,1.2229500987377055,-1.2280148758500253,-0.300360182734432,-0.09451200399805382,-0.06861969617454677
96,68,2662.252780287443,7657.041530303628,0.19380963130537682,0.11427980711231808,0.17668773857105805,0.10810282227346377,0.11191016134627871,0.5595508067313936,1.0564530117008655,0.11822782699420592,0.019157365529614542,0.03543980609498454
73,58,2.3598159830028345,4.5496607402842715,6.509699345371248,4.688247096530768,1.5299481406266422,1.40193597182215,0.16891057622002145,0.8445528811001073,0.6564690249144878,0.11088456126890175,0.03767656679398523,0.03136205695895811
86,53,1936.71477112103,2.736724697276908,0.22723078434554597,6.044834908564161,0.2040478121465225,1.5027865648626568,0.19828295941784535,0.9914147970892268,-6.561986560235301,-1.3011301148235828,-0.5313175030831032,-0.5914544755091401
70,109,3323.333728485727,7.535141742564827,0.1734654640977032,3.6429590288862137,0.15962109080000128,1.2911520392893043,0.010276168977609412,0.05138084488804706,-6.089146050065726,-0.0625730937398183,-0.029057371061815856,-0.05601989154039744
96,19,2662.252780287443,314.29036775894906,0.19380963130537682,0.5640718988663178,0.17668773857105805,0.43998134304714104,0.05175319647541855,0.25876598237709275,-2.136610656545197,-0.1105764310996566,-0.03400828392025544,-0.06291883245382213
99,79,639.0732311527169,36.45532583139982,0.39557121994058925,1.6562256560846242,0.33025210575905944,0.9059756217882032,0.20548571152172926,1.0274285576086464,-2.8639314894285937,-0.5884969998547204,-0.26643932809043597,-0.31803304846940306
91,2,4807.617667226662,509.3583454725148,0.14422317057090417,0.4430862641319059,0.13452253715969725,0.36272666310401147,0.15731763736318904,0.7865881868159452,-2.244805165469862,-0.35314744497240136,-0.08884069405243919,-0.1478158285483615
