data_structure,asym_model_beta_intercept,asym_model_beta_delta_logK,asym_model_beta_divergence_time,asym_model_r2,asym_model_n,ovule_proxy_beta_intercept,ovule_proxy_beta_delta_logO_proxy,ovule_proxy_beta_divergence_time,ovule_proxy_r2,ovule_proxy_n,post_model_beta_intercept,post_model_beta_divergence_time,post_model_beta_abs_delta_logK,post_model_r2,post_model_n,replicate,alpha,psi,architecture,n_tips,mean_K,median_K,prop_K_gt_1,mean_omega,mean_filter_F,mean_sweeps,n_pairs_used,beta_intercept,beta_maternal_logK,beta_divergence_time,r2,n
pi_pairs,0.02291764582409924,-0.09504182136875673,-0.022949432890531658,0.17503708689657027,25.0,0.03043561071921585,-0.003118250955765109,-0.048594515071037715,0.026943114961941572,25.0,-0.06428435208530793,0.48776335409959537,0.1499644958816824,0.7323520883937448,25.0,1,1.0,0.05,independent,50,16.88835410804433,15.729439721759746,1.0,0.9172007662058342,1.5085224628423237,5.16,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.05,independent,50,16.88835410804433,15.729439721759746,1.0,0.9172007662058342,1.5085224628423237,5.16,1225,0.04028862449367199,0.027395604540213392,0.3178246253313303,0.663137023429689,1225.0
summary_only,-0.0017055722917790877,0.0075627033131861155,0.014281699691058424,0.002867185556817975,1225.0,-0.002913588968943653,0.004181911213698654,0.014595890179136015,0.003646453355296453,1225.0,-0.023822366013676922,0.5089841883267499,0.010797601197392835,0.6642810511660466,1225.0,1,1.0,0.05,independent,50,16.88835410804433,15.729439721759746,1.0,0.9172007662058342,1.5085224628423237,5.16,1225,,,,,
dense_reciprocal,-0.008055629256810456,0.015003702377903322,0.027931455343727818,0.007300455713377674,1225.0,-0.010897110173081705,-0.012456429224918165,0.028225550076909765,0.008136975733310736,1225.0,-0.016133670638189702,0.5091943044912502,-0.029947165259924746,0.6151921746257153,1225.0,2,1.0,0.05,independent,50,15.665017215078644,15.055848283396532,1.0,0.9106260301130992,1.5089763641504652,4.48,1225,,,,,
sparse_reciprocal,-0.010203144597978353,0.03371494270535051,0.035361767722561645,0.024986504234183582,317.0,-0.013556664319746694,-0.007580796646050332,0.03705026631757286,0.008780397344433921,317.0,-0.03158905780564092,0.5167420357355951,0.0007791646764250082,0.6487894690468099,317.0,2,1.0,0.05,independent,50,15.665017215078644,15.055848283396532,1.0,0.9106260301130992,1.5089763641504652,4.48,317,,,,,
pi_pairs,-0.006580943160775739,-0.05345646687838031,0.016906081926845715,0.07514453914760721,25.0,-0.00568985984894074,-0.012930813073417076,-0.013068022183447313,0.007466215767955919,25.0,-0.016100003333599355,0.6729608307594604,-0.09455281475924586,0.8900267795743717,25.0,2,1.0,0.05,independent,50,15.665017215078644,15.055848283396532,1.0,0.9106260301130992,1.5089763641504652,4.48,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.05,independent,50,15.665017215078644,15.055848283396532,1.0,0.9106260301130992,1.5089763641504652,4.48,1225,0.04479371596962243,0.021346592798258096,0.3289972960904651,0.4671600609960642,1225.0
summary_only,-0.008055629256810456,0.015003702377903322,0.027931455343727818,0.007300455713377674,1225.0,-0.010897110173081705,-0.012456429224918165,0.028225550076909765,0.008136975733310736,1225.0,-0.016133670638189702,0.5091943044912502,-0.029947165259924746,0.6151921746257153,1225.0,2,1.0,0.05,independent,50,15.665017215078644,15.055848283396532,1.0,0.9106260301130992,1.5089763641504652,4.48,1225,,,,,
dense_reciprocal,0.012292505892855389,0.02296462684897175,-0.011739378164821502,0.005736976304273167,1225.0,0.01031929585113152,0.0019850277666372913,-0.010381809531596616,0.0011406600421129953,1225.0,-0.022650664307121583,0.5281555931831239,-0.030951929459257024,0.603740417803827,1225.0,0,1.0,0.05,linked,50,15.666530881770313,14.520978650303139,1.0,0.9102839306156422,1.5397013566069973,4.9,1225,,,,,
sparse_reciprocal,0.02054379660560145,0.019117409448427183,-0.024770062015798615,0.006332758342897371,316.0,0.018525210520402215,0.001437903907901196,-0.023135357139537793,0.003392630891533077,316.0,-0.023535089910451612,0.5238432500305885,-0.04319627830931627,0.6179656805310341,316.0,0,1.0,0.05,linked,50,15.666530881770313,14.520978650303139,1.0,0.9102839306156422,1.5397013566069973,4.9,316,,,,,
pi_pairs,-0.022742896680573492,-0.00394336892326666,0.020335253536227362,0.003312603035721007,25.0,-0.021614961225798788,0.0029119794043343944,0.019015375585684956,0.003978378067173494,25.0,-0.054134075200584525,0.5732517364362142,-0.01588457465716001,0.6181042212319727,25.0,0,1.0,0.05,linked,50,15.666530881770313,14.520978650303139,1.0,0.9102839306156422,1.5397013566069973,4.9,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.05,linked,50,15.666530881770313,14.520978650303139,1.0,0.9102839306156422,1.5397013566069973,4.9,1225,0.5062947115343002,0.029716863959299823,0.1467634849061505,0.15519231294759173,1225.0
summary_only,0.012292505892855389,0.02296462684897175,-0.011739378164821502,0.005736976304273167,1225.0,0.01031929585113152,0.0019850277666372913,-0.010381809531596616,0.0011406600421129953,1225.0,-0.022650664307121583,0.5281555931831239,-0.030951929459257024,0.603740417803827,1225.0,0,1.0,0.05,linked,50,15.666530881770313,14.520978650303139,1.0,0.9102839306156422,1.5397013566069973,4.9,1225,,,,,
dense_reciprocal,0.006473643131015244,0.030036495749316567,-0.010256995091155371,0.010996800772446358,1225.0,0.0065611930676174645,8.96052036944428e-06,-0.008537236277532535,0.0005119632240598859,1225.0,-0.02650130277445381,0.5024944627604156,0.010414413599837543,0.5637998144585006,1225.0,1,1.0,0.05,linked,50,14.89310034304759,13.353166003146226,1.0,0.9046470526604096,1.5129621369677393,5.08,1225,,,,,
sparse_reciprocal,-0.0006736892311215034,0.007045796726284237,0.0035353323604112186,0.0006785844361478777,316.0,-0.001638156648988799,-0.002598526437130504,0.005547204787198106,0.0006772926721878569,316.0,-0.05237664500402127,0.5211181297317031,0.06335972145300997,0.6040645677872625,316.0,1,1.0,0.05,linked,50,14.89310034304759,13.353166003146226,1.0,0.9046470526604096,1.5129621369677393,5.08,316,,,,,
pi_pairs,0.008381532412691364,0.08235794885316886,0.06024844550605982,0.058629019968886587,25.0,0.015279913930625035,-0.007923596553686664,0.04371985834890097,0.010598851316982127,25.0,-0.15976461949461002,0.5543234142715098,0.17803035685346924,0.6870701108165934,25.0,1,1.0,0.05,linked,50,14.89310034304759,13.353166003146226,1.0,0.9046470526604096,1.5129621369677393,5.08,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.05,linked,50,14.89310034304759,13.353166003146226,1.0,0.9046470526604096,1.5129621369677393,5.08,1225,0.3606733298680121,0.08669201253779521,0.1603844906680398,0.19778255872544404,1225.0
summary_only,0.006473643131015244,0.030036495749316567,-0.010256995091155371,0.010996800772446358,1225.0,0.0065611930676174645,8.96052036944428e-06,-0.008537236277532535,0.0005119632240598859,1225.0,-0.02650130277445381,0.5024944627604156,0.010414413599837543,0.5637998144585006,1225.0,1,1.0,0.05,linked,50,14.89310034304759,13.353166003146226,1.0,0.9046470526604096,1.5129621369677393,5.08,1225,,,,,
dense_reciprocal,0.0023385863958600346,0.027411793074598772,-0.008783538128262594,0.010349571498814436,1225.0,0.0021865333996420053,-0.005589230289453075,-0.007209699990392693,0.0030818549907312143,1225.0,-0.024896765929621388,0.5182299963465442,-0.003405359025982717,0.7517232449879364,1225.0,2,1.0,0.05,linked,50,17.68221874686223,16.868196250319144,1.0,0.9174047611485393,1.5388602080902964,4.9,1225,,,,,
sparse_reciprocal,0.012926821080740088,0.011802500097621942,-0.01850905273657106,0.004635967710348798,309.0,0.01021944542115642,-0.015745588963287115,-0.01525834472715657,0.022180687503415508,309.0,-0.0337100222591572,0.49115228607477135,0.02115310381571943,0.7641672904080373,309.0,2,1.0,0.05,linked,50,17.68221874686223,16.868196250319144,1.0,0.9174047611485393,1.5388602080902964,4.9,309,,,,,
pi_pairs,0.005249583556202944,0.08708232266844701,0.013607253957689313,0.054578609670581035,25.0,0.016038668209779353,0.003977555201328561,0.002385524533680266,0.0008605155459587843,25.0,-0.056119277815207994,0.5879387435484928,0.03195159737530042,0.937086539382046,25.0,2,1.0,0.05,linked,50,17.68221874686223,16.868196250319144,1.0,0.9174047611485393,1.5388602080902964,4.9,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.05,linked,50,17.68221874686223,16.868196250319144,1.0,0.9174047611485393,1.5388602080902964,4.9,1225,0.4047539683425688,0.06658125580714895,0.1515959465587572,0.1972579745230627,1225.0
summary_only,0.0023385863958600346,0.027411793074598772,-0.008783538128262594,0.010349571498814436,1225.0,0.0021865333996420053,-0.005589230289453075,-0.007209699990392693,0.0030818549907312143,1225.0,-0.024896765929621388,0.5182299963465442,-0.003405359025982717,0.7517232449879364,1225.0,2,1.0,0.05,linked,50,17.68221874686223,16.868196250319144,1.0,0.9174047611485393,1.5388602080902964,4.9,1225,,,,,
dense_reciprocal,-0.010698658983241365,0.04932095816035054,0.017311445404061467,0.025607395381022302,1225.0,-0.013155979843656114,0.004371406077142648,0.017713593647457615,0.0034871271920757785,1225.0,-0.035394345424033524,0.531592525473745,-0.03299061964982406,0.37984399569756067,1225.0,0,1.0,0.05,pleiotropic,50,14.561352807846056,14.315204714899128,1.0,0.9048850916760262,1.5015697501892964,4.5,1225,,,,,
sparse_reciprocal,0.002345399908340718,0.07604653848202741,-0.0013966798128909005,0.06278226588200742,303.0,0.00016616856995804193,0.01088000825857036,-0.006628688170084854,0.011710141809013197,303.0,-0.02028771873818878,0.5193272797831032,-0.0606548701926524,0.4028091871121168,303.0,0,1.0,0.05,pleiotropic,50,14.561352807846056,14.315204714899128,1.0,0.9048850916760262,1.5015697501892964,4.5,303,,,,,
pi_pairs,-0.045403569520873294,0.02430054048540148,0.10174471392198085,0.0345204722855007,25.0,-0.03301884079516616,0.0058395694698457346,0.08746472058826227,0.03110883481097171,25.0,-0.001560720285883441,0.4313488025979616,0.031902776191228104,0.2022918703288864,25.0,0,1.0,0.05,pleiotropic,50,14.561352807846056,14.315204714899128,1.0,0.9048850916760262,1.5015697501892964,4.5,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.0,0.05,pleiotropic,50,14.561352807846056,14.315204714899128,1.0,0.9048850916760262,1.5015697501892964,4.5,1225,0.39165033059656856,0.07894130653439274,0.15603554633647485,0.1354473253612849,1225.0
summary_only,-0.010698658983241365,0.04932095816035054,0.017311445404061467,0.025607395381022302,1225.0,-0.013155979843656114,0.004371406077142648,0.017713593647457615,0.0034871271920757785,1225.0,-0.035394345424033524,0.531592525473745,-0.03299061964982406,0.37984399569756067,1225.0,0,1.0,0.05,pleiotropic,50,14.561352807846056,14.315204714899128,1.0,0.9048850916760262,1.5015697501892964,4.5,1225,,,,,
dense_reciprocal,-0.00022304195172623368,0.030762724110104042,2.013606225173105e-05,0.005478372433857737,1225.0,0.0019111118800181287,0.0033730048575874323,-0.0024586875327339735,0.0005156545111436595,1225.0,-0.0627980066771082,0.5359491785577619,0.024883791309004043,0.4494670554256621,1225.0,1,1.0,0.05,pleiotropic,50,15.68416607997638,15.560775711038985,1.0,0.914344553453886,1.5080231588308157,4.86,1225,,,,,
sparse_reciprocal,0.012938951983383008,0.012043414693720894,-0.025107739590415734,0.004231167064856156,293.0,0.013811070202982842,-0.001146484312851196,-0.025312258345558964,0.003316729001820784,293.0,-0.056567977225037334,0.521129713100956,0.07472213125400691,0.459658171595969,293.0,1,1.0,0.05,pleiotropic,50,15.68416607997638,15.560775711038985,1.0,0.914344553453886,1.5080231588308157,4.86,293,,,,,
pi_pairs,-0.04013569818213858,-0.11732496636397197,0.10939580797346159,0.2692896636159684,25.0,-0.03857633532797105,-0.012589333726986437,0.10776611719081895,0.12079285410130036,25.0,-0.046721491584459485,0.5653656520965755,-0.09485140445098683,0.43072576273320107,25.0,1,1.0,0.05,pleiotropic,50,15.68416607997638,15.560775711038985,1.0,0.914344553453886,1.5080231588308157,4.86,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.0,0.05,pleiotropic,50,15.68416607997638,15.560775711038985,1.0,0.914344553453886,1.5080231588308157,4.86,1225,0.5772750752776438,0.020519912648786415,0.1280238870489216,0.09191948624675128,1225.0
summary_only,-0.00022304195172623368,0.030762724110104042,2.013606225173105e-05,0.005478372433857737,1225.0,0.0019111118800181287,0.0033730048575874323,-0.0024586875327339735,0.0005156545111436595,1225.0,-0.0627980066771082,0.5359491785577619,0.024883791309004043,0.4494670554256621,1225.0,1,1.0,0.05,pleiotropic,50,15.68416607997638,15.560775711038985,1.0,0.914344553453886,1.5080231588308157,4.86,1225,,,,,
dense_reciprocal,0.0011283013693074093,0.04768563391783218,-0.01791650675726584,0.02541763614930892,1225.0,0.004686050813241892,0.0034468359902439516,-0.022415490681332785,0.0034646648102508726,1225.0,-0.03630075146374528,0.5095417500711392,-0.0022610752649857755,0.4671655341972828,1225.0,2,1.0,0.05,pleiotropic,50,14.752662050507224,14.1596885425321,1.0,0.9053583342984372,1.5129679553800772,4.7,1225,,,,,
sparse_reciprocal,0.0005069516955284884,0.056376333227060794,0.00013233681495690902,0.036223484968952335,308.0,0.004085612822824991,0.0042013936529699415,-0.007404295619102294,0.0019818400767459554,308.0,-0.028498903923749763,0.5390933131569857,-0.06666333477497055,0.5157161166159355,308.0,2,1.0,0.05,pleiotropic,50,14.752662050507224,14.1596885425321,1.0,0.9053583342984372,1.5129679553800772,4.7,308,,,,,
pi_pairs,-0.06707207074236186,-0.09647868347430458,0.08142521517873043,0.05714644835544869,25.0,-0.02453008042381317,-0.024810260407525337,0.01798347544214058,0.02995257931072537,25.0,0.0047799436061545806,0.38971434859161846,0.0003301663217397735,0.3601736934265809,25.0,2,1.0,0.05,pleiotropic,50,14.752662050507224,14.1596885425321,1.0,0.9053583342984372,1.5129679553800772,4.7,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.0,0.05,pleiotropic,50,14.752662050507224,14.1596885425321,1.0,0.9053583342984372,1.5129679553800772,4.7,1225,0.4757452367020936,0.05466397026393707,0.1436263620932114,0.12142444578592249,1225.0
summary_only,0.0011283013693074093,0.04768563391783218,-0.01791650675726584,0.02541763614930892,1225.0,0.004686050813241892,0.0034468359902439516,-0.022415490681332785,0.0034646648102508726,1225.0,-0.03630075146374528,0.5095417500711392,-0.0022610752649857755,0.4671655341972828,1225.0,2,1.0,0.05,pleiotropic,50,14.752662050507224,14.1596885425321,1.0,0.9053583342984372,1.5129679553800772,4.7,1225,,,,,
dense_reciprocal,-0.011869461940609597,0.05046204811362024,0.007002681088994991,0.035316341077786695,1225.0,-0.010340165044309794,-0.008080075460511944,0.006102338797295831,0.006532357586946258,1225.0,-0.050914676526821745,0.5321439274452655,0.011832979004008804,0.5196681357900736,1225.0,0,1.25,0.005,independent,50,4.101976440520382,3.8819727022536306,1.0,0.6597741885764404,1.269273831921696,3.14,1225,,,,,
sparse_reciprocal,-0.009498425978586715,0.045608744097026394,0.01707226112628436,0.030959806628593545,325.0,-0.005035557807885565,-0.012149799275495865,0.014346352110646193,0.016149279927106686,325.0,-0.058481628948018255,0.48835665828858743,0.047255297558576034,0.505950565110634,325.0,0,1.25,0.005,independent,50,4.101976440520382,3.8819727022536306,1.0,0.6597741885764404,1.269273831921696,3.14,325,,,,,
pi_pairs,0.020415245146248224,0.09413557358372719,-0.008089520127513428,0.10225528368126147,25.0,-0.013005130055255016,-0.022908880950185975,0.028249458289953715,0.06809259093659348,25.0,-0.021336244529241627,0.537039840110801,-0.056649095666324534,0.3703599439404348,25.0,0,1.25,0.005,independent,50,4.101976440520382,3.8819727022536306,1.0,0.6597741885764404,1.269273831921696,3.14,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.25,0.005,independent,50,4.101976440520382,3.8819727022536306,1.0,0.6597741885764404,1.269273831921696,3.14,1225,0.009658649614623446,0.05729967623361973,0.27936097087370215,0.501359669206932,1225.0
summary_only,-0.011869461940609597,0.05046204811362024,0.007002681088994991,0.035316341077786695,1225.0,-0.010340165044309794,-0.008080075460511944,0.006102338797295831,0.006532357586946258,1225.0,-0.050914676526821745,0.5321439274452655,0.011832979004008804,0.5196681357900736,1225.0,0,1.25,0.005,independent,50,4.101976440520382,3.8819727022536306,1.0,0.6597741885764404,1.269273831921696,3.14,1225,,,,,
dense_reciprocal,-0.005819601547000973,0.027657925294521275,0.011621520362350379,0.02031234044308372,1225.0,-0.005676945145516838,-0.009362422938210043,0.010308104355702114,0.010743793660127787,1225.0,-0.026199813786205624,0.5091858519472197,-0.010338268500842988,0.5633222756503922,1225.0,1,1.25,0.005,independent,50,5.298468967004558,4.505687796864191,1.0,0.7044223221129815,1.3101434195425394,3.7,1225,,,,,
sparse_reciprocal,-0.005697722224725314,0.045392138232853534,0.00035789534810369843,0.045909992083732254,315.0,-0.0068605954661375285,-0.013017112057516123,0.0033983737152389077,0.016882250149395817,315.0,-0.04762369750694628,0.5435684385696784,0.010949416034484799,0.6196607486110177,315.0,1,1.25,0.005,independent,50,5.298468967004558,4.505687796864191,1.0,0.7044223221129815,1.3101434195425394,3.7,315,,,,,
pi_pairs,-0.008525197380838638,0.059563910434125136,0.04566265901114682,0.1337734624983744,25.0,0.009258595418595668,-0.03550969748769206,0.008278523728729647,0.12612442928903322,25.0,-0.0030668738625670975,0.35296752209930427,0.10207621490335124,0.3604929302632218,25.0,1,1.25,0.005,independent,50,5.298468967004558,4.505687796864191,1.0,0.7044223221129815,1.3101434195425394,3.7,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.25,0.005,independent,50,5.298468967004558,4.505687796864191,1.0,0.7044223221129815,1.3101434195425394,3.7,1225,0.03790425598975961,0.033338614085646257,0.2834705129952874,0.5762679904557539,1225.0
summary_only,-0.005819601547000973,0.027657925294521275,0.011621520362350379,0.02031234044308372,1225.0,-0.005676945145516838,-0.009362422938210043,0.010308104355702114,0.010743793660127787,1225.0,-0.026199813786205624,0.5091858519472197,-0.010338268500842988,0.5633222756503922,1225.0,1,1.25,0.005,independent,50,5.298468967004558,4.505687796864191,1.0,0.7044223221129815,1.3101434195425394,3.7,1225,,,,,
dense_reciprocal,0.007241832657658702,0.047309019516018326,-0.00806036007724871,0.0510988164851901,1225.0,0.005761811011002399,-0.011026722799601658,-0.009349929179800376,0.014277709278163964,1225.0,-0.044740696695053615,0.5175927869084119,0.013784715075706609,0.6072808040824716,1225.0,2,1.25,0.005,independent,50,4.839520885430702,4.532897532069681,1.0,0.6844289107348065,1.2902671038901539,3.3,1225,,,,,
sparse_reciprocal,-0.002130834247534526,0.058861480050677116,0.01021752720189282,0.08067455023621806,305.0,-0.00761844664312426,-0.011052185611378149,0.013888379194301666,0.015947585282519716,305.0,-0.054274289502817666,0.5095940387015852,0.03830761674259228,0.5729286216328648,305.0,2,1.25,0.005,independent,50,4.839520885430702,4.532897532069681,1.0,0.6844289107348065,1.2902671038901539,3.3,305,,,,,
pi_pairs,0.05551801186623373,0.08318481323699187,-0.10256351770002535,0.13296314852761892,25.0,0.04111659590202373,-0.028180905258866053,-0.09594188623627717,0.13496533476544603,25.0,-0.060128156441769304,0.4921556907896502,0.06115399061846193,0.6652015592045761,25.0,2,1.25,0.005,independent,50,4.839520885430702,4.532897532069681,1.0,0.6844289107348065,1.2902671038901539,3.3,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.25,0.005,independent,50,4.839520885430702,4.532897532069681,1.0,0.6844289107348065,1.2902671038901539,3.3,1225,0.030384908266172347,0.03990945471107135,0.2768715419162362,0.57814562105781,1225.0
summary_only,0.007241832657658702,0.047309019516018326,-0.00806036007724871,0.0510988164851901,1225.0,0.005761811011002399,-0.011026722799601658,-0.009349929179800376,0.014277709278163964,1225.0,-0.044740696695053615,0.5175927869084119,0.013784715075706609,0.6072808040824716,1225.0,2,1.25,0.005,independent,50,4.839520885430702,4.532897532069681,1.0,0.6844289107348065,1.2902671038901539,3.3,1225,,,,,
dense_reciprocal,-0.0012731640952196458,0.04695785689692949,0.0011848436177898354,0.030965062696290957,1225.0,-0.004360866371143201,-0.005404196370487728,0.001120844867571894,0.002772688957919933,1225.0,-0.04797028784891808,0.5389286005403655,-0.003945055481091225,0.45631863785942484,1225.0,0,1.25,0.005,linked,50,5.055993315916643,4.34240207282776,1.0,0.7087154829866102,1.3227502292256836,3.8,1225,,,,,
sparse_reciprocal,-0.0007656974010776148,0.043995149524920486,-0.010191334903984878,0.026401050957116756,317.0,-0.0005622742746728463,0.0038839653619555155,-0.01509830077361919,0.0022365854172216038,317.0,-0.06406953181910616,0.551908047731002,0.009501084372639577,0.45201352749505075,317.0,0,1.25,0.005,linked,50,5.055993315916643,4.34240207282776,1.0,0.7087154829866102,1.3227502292256836,3.8,317,,,,,
pi_pairs,-0.05149995555926552,-0.11114715293766708,0.06228275221245396,0.1326791536994938,25.0,-0.033311919046941744,0.022674492302368773,0.0579039352968647,0.08122679077689776,25.0,-0.17702583676980932,0.5295343826372421,0.3911766742213653,0.6487751624914699,25.0,0,1.25,0.005,linked,50,5.055993315916643,4.34240207282776,1.0,0.7087154829866102,1.3227502292256836,3.8,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.25,0.005,linked,50,5.055993315916643,4.34240207282776,1.0,0.7087154829866102,1.3227502292256836,3.8,1225,0.30901437202456344,0.10935573469887186,0.1560517750486593,0.17153984289392776,1225.0
summary_only,-0.0012731640952196458,0.04695785689692949,0.0011848436177898354,0.030965062696290957,1225.0,-0.004360866371143201,-0.005404196370487728,0.001120844867571894,0.002772688957919933,1225.0,-0.04797028784891808,0.5389286005403655,-0.003945055481091225,0.45631863785942484,1225.0,0,1.25,0.005,linked,50,5.055993315916643,4.34240207282776,1.0,0.7087154829866102,1.3227502292256836,3.8,1225,,,,,
dense_reciprocal,-0.006612818354559788,0.07130597432513357,0.014902996733142198,0.055224989758551724,1225.0,-0.012127474620069351,-0.010808114700198216,0.018540137665400736,0.011359873805687593,1225.0,-0.016095802485065126,0.5110117489819522,-0.014883215151258176,0.5159804644509436,1225.0,1,1.25,0.005,linked,50,4.289827628615047,3.9969895499042196,1.0,0.6724504166764338,1.2746489793417288,3.38,1225,,,,,
sparse_reciprocal,0.001880808201645823,0.07941823124817994,0.0026666233360336756,0.057579139817095615,330.0,0.001120243082377896,-0.006327063148643073,0.0032279033758689487,0.003414267327249587,330.0,-0.023102458350540252,0.5041829862994596,0.023167689908821117,0.5038080023950444,330.0,1,1.25,0.005,linked,50,4.289827628615047,3.9969895499042196,1.0,0.6724504166764338,1.2746489793417288,3.38,330,,,,,
pi_pairs,-0.09686439130399022,0.06451051612918943,0.13772578063617325,0.19524387290791478,25.0,-0.09920645474089973,-0.014782770942922976,0.13840026828643953,0.16258551315055736,25.0,0.01281821957582839,0.4730501951342031,-0.07038698944072935,0.48623812135763167,25.0,1,1.25,0.005,linked,50,4.289827628615047,3.9969895499042196,1.0,0.6724504166764338,1.2746489793417288,3.38,25,,,,,
one_direction,,,,,,,,,,,,,,,,1,1.25,0.005,linked,50,4.289827628615047,3.9969895499042196,1.0,0.6724504166764338,1.2746489793417288,3.38,1225,0.1985667628006422,0.151619485118537,0.19370526909260538,0.3336211182373072,1225.0
summary_only,-0.006612818354559788,0.07130597432513357,0.014902996733142198,0.055224989758551724,1225.0,-0.012127474620069351,-0.010808114700198216,0.018540137665400736,0.011359873805687593,1225.0,-0.016095802485065126,0.5110117489819522,-0.014883215151258176,0.5159804644509436,1225.0,1,1.25,0.005,linked,50,4.289827628615047,3.9969895499042196,1.0,0.6724504166764338,1.2746489793417288,3.38,1225,,,,,
dense_reciprocal,-0.00592323102897647,0.04585357050201605,0.006931721212002907,0.021622706386755564,1225.0,-0.0035258551866724783,-0.012509967062514407,0.004393884593804877,0.011579082978377064,1225.0,-0.05568355079126372,0.5494347732966647,-0.011919310213715683,0.4827601676740697,1225.0,2,1.25,0.005,linked,50,4.903330790041944,4.678252058947326,1.0,0.7103098785784848,1.2910910868619194,3.48,1225,,,,,
sparse_reciprocal,0.0013304239328017747,0.05445989771397352,0.004559208810718752,0.03106456434890481,312.0,0.00455212998802573,-0.016124415424235622,-0.002526676922170539,0.019427241380095217,312.0,-0.08872568407979359,0.5730056220556887,0.029528108960087274,0.5218055990094149,312.0,2,1.25,0.005,linked,50,4.903330790041944,4.678252058947326,1.0,0.7103098785784848,1.2910910868619194,3.48,312,,,,,
pi_pairs,0.10368596878501507,-0.005721171970103245,-0.13719781231192515,0.061438985941205115,25.0,0.0894585084643777,-0.029304651868906448,-0.11039219336498066,0.12595870240403717,25.0,-0.018390326414385868,0.711061235007155,-0.25578108318828674,0.7200562678294464,25.0,2,1.25,0.005,linked,50,4.903330790041944,4.678252058947326,1.0,0.7103098785784848,1.2910910868619194,3.48,25,,,,,
one_direction,,,,,,,,,,,,,,,,2,1.25,0.005,linked,50,4.903330790041944,4.678252058947326,1.0,0.7103098785784848,1.2910910868619194,3.48,1225,0.22943044613656322,0.1197477239604833,0.2002180677693843,0.2051268039040821,1225.0
summary_only,-0.00592323102897647,0.04585357050201605,0.006931721212002907,0.021622706386755564,1225.0,-0.0035258551866724783,-0.012509967062514407,0.004393884593804877,0.011579082978377064,1225.0,-0.05568355079126372,0.5494347732966647,-0.011919310213715683,0.4827601676740697,1225.0,2,1.25,0.005,linked,50,4.903330790041944,4.678252058947326,1.0,0.7103098785784848,1.2910910868619194,3.48,1225,,,,,
dense_reciprocal,-0.0038169958871573386,0.07503617851429263,0.0124528414464215,0.09506119264398205,1225.0,-0.007975033514776221,-0.01599166553510055,0.012913377770848283,0.024788229769111103,1225.0,-0.03070447347980379,0.49803744377763554,0.005787742667587272,0.6178318302145824,1225.0,0,1.25,0.005,pleiotropic,50,4.930727471570481,4.572619707835511,1.0,0.6933007414889033,1.2759668306114615,3.58,1225,,,,,
sparse_reciprocal,-0.0168124282838303,0.07295355619711091,0.03411868149710737,0.088617469992748,312.0,-0.016901132686276184,-0.008761215425251441,0.03519866460216548,0.015177706904939026,312.0,-0.015161164044202587,0.48294991490847794,-0.016031658286465657,0.5843324680243582,312.0,0,1.25,0.005,pleiotropic,50,4.930727471570481,4.572619707835511,1.0,0.6933007414889033,1.2759668306114615,3.58,312,,,,,
pi_pairs,0.01393523489780929,0.05596578504088484,-0.14737176963893417,0.2645333052472135,25.0,0.027290865308642744,-0.005197555288095457,-0.16777626593307063,0.2063568049414739,25.0,-0.04501364358813755,0.42450287522323094,0.04195699048639735,0.6296959157156647,25.0,0,1.25,0.005,pleiotropic,50,4.930727471570481,4.572619707835511,1.0,0.6933007414889033,1.2759668306114615,3.58,25,,,,,
one_direction,,,,,,,,,,,,,,,,0,1.25,0.005,pleiotropic,50,4.930727471570481,4.572619707835511,1.0,0.6933007414889033,1.2759668306114615,3.58,1225,0.3362083590823597,0.09781844243177279,0.15469006167221439,0.24013628680043664,1225.0
summary_only,-0.0038169958871573386,0.07503617851429263,0.0124528414464215,0.09506119264398205,1225.0,-0.007975033514776221,-0.01599166553510055,0.012913377770848283,0.024788229769111103,1225.0,-0.03070447347980379,0.49803744377763554,0.005787742667587272,0.6178318302145824,1225.0,0,1.25,0.005,pleiotropic,50,4.930727471570481,4.572619707835511,1.0,0.6933007414889033,1.2759668306114615,3.58,1225,,,,,
dense_reciprocal,0.008224041886583721,0.07370184432560879,-0.013713640447041549,0.09810832699052863,1225.0,0.008969917982186906,-0.015860335231108663,-0.014373558137264507,0.024553642970488343,1225.0,-0.02649527227884698,0.514045110022686,0.00133602238599661,0.6310159332600831,1225.0,1,1.25,0.005,pleiotropic,50,5.41115885612879,4.483631277781198,1.0,0.7083894402501452,1.3259392646036645,3.36,1225,,,,,
